# VP11   2012-05-03_11-26-58
# Elapsed time of measurement: 542 s
# Visual calibration
# n,x,y,z,phi,std(phi)
1, 28.95, 18.25, -77.02, -4.91, 0.05


# Localization experiment
# mode: 0 => generic; 1 => brs_calypso; 2 => brs_rar
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 11, 1,  7, 1,   27.04,   15.93,  -75.47,  -10.29,  -11.40,   -1.87,    0.21,    2.13
 93, 1,  8, 1,   26.11,   12.94,  -75.66,  -13.21,  -16.80,    1.85,    0.41,    3.96
 10, 1,  9, 1,   26.22,   14.73,  -75.68,  -26.73,  -31.20,   -0.75,    0.18,    3.20
 62, 1, 10, 1,   27.03,   12.46,  -75.59,  -41.11,  -38.90,   -0.97,    0.06,    5.37
  5, 1, 11, 1,   25.63,   14.26,  -75.52,  -40.86,  -42.20,   -1.44,    0.29,    2.85
  2, 1,  1, 1,   29.77,   16.66,  -74.91,   40.00,   41.60,   -7.23,    0.22,    5.66
 94, 1,  2, 1,   32.46,   13.28,  -74.93,   41.45,   34.80,  -11.74,    0.18,    3.87
 39, 1,  3, 1,   30.66,   15.34,  -74.94,   28.20,   21.80,   -8.07,    0.23,    5.09
  1, 1,  4, 1,   29.61,   18.68,  -75.28,   12.95,   11.40,   -2.15,    0.16,    3.06
 49, 1,  5, 1,   26.18,   16.47,  -75.31,    5.60,    5.70,    1.47,    0.12,    4.18
  9, 1,  6, 1,   27.90,   17.19,  -75.24,    3.43,    0.00,   -2.98,    0.28,    3.82
 83, 1,  7, 1,   27.53,   13.78,  -75.68,   -8.56,  -11.40,   -1.51,    0.07,    3.31
 68, 1,  8, 1,   24.94,   12.83,  -75.49,  -12.41,  -16.80,    4.24,    0.08,    6.31
 23, 1,  9, 1,   26.66,   14.63,  -75.71,  -26.34,  -31.20,   -1.36,    0.16,    2.93
 79, 1, 10, 1,   27.42,   12.25,  -75.58,  -34.82,  -38.90,   -1.74,    0.35,    4.89
 69, 1, 11, 1,   26.80,   11.35,  -75.56,  -40.95,  -42.20,   -0.87,    0.11,    4.37
 25, 1,  1, 1,   31.91,   16.19,  -74.83,   46.18,   41.60,   -9.56,    0.05,    2.27
 24, 1,  2, 1,   31.22,   17.62,  -74.75,   39.61,   34.80,   -6.93,    0.06,    4.04
 43, 1,  3, 1,   29.70,   16.74,  -75.10,   26.11,   21.80,   -5.29,    0.37,    4.60
  3, 1,  4, 1,   27.52,   17.29,  -75.04,   13.55,   11.40,   -1.62,    0.09,    3.48
 64, 1,  5, 1,   27.51,   15.16,  -75.34,   10.81,    5.70,   -1.06,    0.47,    5.54
 33, 1,  6, 1,   26.87,   16.62,  -75.23,    1.81,    0.00,   -0.17,    0.31,    3.76
 12, 1,  7, 1,   26.84,   16.09,  -75.52,  -10.10,  -11.40,   -1.50,    0.13,    3.20
 37, 1,  8, 1,   27.02,   14.13,  -75.79,  -16.36,  -16.80,   -0.94,    0.16,    5.73
 88, 1,  9, 1,   27.27,   12.04,  -75.81,  -32.78,  -31.20,   -1.12,    0.25,    3.79
 22, 1, 10, 1,   25.87,   13.95,  -75.56,  -38.91,  -38.90,   -0.91,    0.25,    3.98
 74, 1, 11, 1,   25.83,   12.96,  -75.40,  -42.06,  -42.20,   -1.24,    0.23,    5.04
 92, 2,  1, 1,   32.43,   12.69,  -74.71,   42.02,   41.60,  -12.36,    0.31,    5.88
 21, 2,  2, 1,   30.66,   16.25,  -74.88,   35.00,   34.80,   -7.43,    0.29,    6.41
 57, 2,  3, 1,   29.48,   15.74,  -75.20,   22.35,   21.80,   -5.51,    0.51,    2.96
 41, 2,  4, 1,   27.73,   16.24,  -75.26,   12.18,   11.40,   -1.90,    0.09,    3.30
 80, 2,  5, 1,   28.84,   14.93,  -75.36,   10.20,    5.70,   -4.17,    0.61,    4.03
 52, 2,  6, 1,   25.71,   14.28,  -75.58,   -3.16,    0.00,    2.32,    0.36,    4.24
 63, 2,  7, 1,   27.68,   14.47,  -75.58,   -6.14,  -11.40,   -1.74,    0.28,    6.56
 46, 2,  8, 1,   26.64,   14.08,  -75.72,  -16.87,  -16.80,   -0.42,    0.37,    4.45
 61, 2,  9, 1,   27.52,   12.05,  -75.78,  -31.17,  -31.20,   -0.56,    0.24,    5.46
 89, 2, 10, 1,   27.80,   11.56,  -75.65,  -39.86,  -38.90,   -2.24,    0.19,    3.25
 90, 2, 11, 1,   27.51,   11.98,  -75.71,  -40.54,  -42.20,   -2.34,    0.28,    5.33
 60, 2,  1, 1,   32.92,   13.73,  -74.79,   44.47,   41.60,  -12.72,    0.92,    3.86
 48, 2,  2, 1,   30.43,   14.46,  -75.28,   36.24,   34.80,   -8.71,    0.35,    4.45
 40, 2,  3, 1,   29.27,   16.08,  -74.95,   21.65,   21.80,   -5.01,    1.01,    3.72
 65, 2,  4, 1,   28.09,   14.76,  -75.46,   12.32,   11.40,   -2.74,    0.53,    6.52
 99, 2,  5, 1,   28.01,   13.64,  -75.36,    4.82,    5.70,   -1.68,    0.43,    3.87
 29, 2,  6, 1,   27.56,   16.01,  -75.42,    4.29,    0.00,   -2.31,    0.20,    2.26
 56, 2,  7, 1,   26.02,   14.67,  -75.61,  -12.65,  -11.40,    1.54,    0.38,    4.95
 71, 2,  8, 1,   26.01,   13.12,  -75.65,  -16.90,  -16.80,    1.44,    0.17,    4.43
 67, 2,  9, 1,   26.03,   11.88,  -75.43,  -31.48,  -31.20,    1.36,    0.23,    9.18
 91, 2, 10, 1,   27.35,   10.50,  -75.52,  -37.60,  -38.90,    0.00,    0.34,    5.44
 95, 2, 11, 1,   27.39,   10.27,  -75.56,  -43.41,  -42.20,   -0.45,    0.38,    3.44
 98, 2,  1, 1,   32.22,   12.66,  -75.04,   42.23,   41.60,  -12.18,    0.43,    3.59
 76, 2,  2, 1,   31.51,   13.78,  -74.83,   39.46,   34.80,  -10.53,    0.59,    4.09
 13, 2,  3, 1,   29.63,   16.56,  -75.06,   23.71,   21.80,   -5.84,    0.20,    3.20
 38, 2,  4, 1,   28.68,   15.18,  -75.31,   11.16,   11.40,   -4.52,    0.27,    2.85
 47, 2,  5, 1,   28.72,   14.72,  -75.24,    6.83,    5.70,   -4.28,    0.53,    4.50
 85, 2,  6, 1,   27.22,   13.58,  -75.52,   -1.94,    0.00,   -0.16,    0.43,    3.44
 26, 2,  7, 1,   26.61,   14.49,  -75.44,   -9.18,  -11.40,    0.21,    0.23,    4.10
  7, 2,  8, 1,   25.87,   15.30,  -75.61,  -16.83,  -16.80,    0.33,    0.47,    2.69
 36, 2,  9, 1,   27.64,   12.08,  -75.57,  -28.90,  -31.20,   -0.59,    0.38,    3.51
 42, 2, 10, 1,   27.00,   12.66,  -75.83,  -36.11,  -38.90,   -1.05,    0.45,    4.03
 78, 2, 11, 1,   27.34,   11.43,  -75.61,  -44.05,  -42.20,   -1.78,    0.14,    5.18
