# VP02   2012-04-25_11-08-20
# Elapsed time of measurement: 453 s
# Visual calibration
# n,x,y,z,phi,std(phi)
1, 24.92, 18.07, -74.56, -0.04, 0.05


# Localization experiment
# mode: 0 => generic; 1 => brs_calypso; 2 => brs_rar
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 47, 0,  7, 1,   24.81,   16.80,  -74.92,   -8.91,  -11.40,    0.46,    0.04,    4.43
 96, 0,  8, 1,   25.52,   16.13,  -75.07,   -6.72,  -16.80,    0.63,    0.21,    2.20
 29, 0,  9, 1,   23.69,   16.75,  -74.56,  -23.69,  -31.20,   -0.66,    0.37,    3.53
 66, 0, 10, 1,   23.99,   15.48,  -74.72,  -26.32,  -38.90,   -1.79,    0.29,    1.88
 65, 0, 11, 1,   23.02,   14.83,  -74.52,  -32.49,  -42.20,   -1.08,    0.12,    4.00
 56, 0,  1, 1,   29.98,   19.12,  -74.19,   37.56,   41.60,   -1.58,    0.09,    2.77
 93, 0,  2, 1,   29.24,   17.49,  -74.58,   33.33,   34.80,   -0.85,    0.10,    2.11
 50, 0,  3, 1,   27.46,   18.96,  -74.47,   18.04,   21.80,   -0.94,    0.12,    1.99
  2, 0,  4, 1,   26.12,   19.49,  -74.31,    9.77,   11.40,    0.40,    0.26,    1.90
 46, 0,  5, 1,   26.54,   17.81,  -74.86,    3.01,    5.70,   -1.42,    0.06,    3.89
 51, 0,  6, 1,   26.32,   18.88,  -74.58,    4.99,    0.00,   -0.64,    0.03,    2.33
 90, 0,  7, 1,   25.37,   17.11,  -74.82,   -6.37,  -11.40,   -0.46,    0.14,    1.89
  1, 0,  8, 1,   24.16,   18.57,  -74.33,   -8.69,  -16.80,    0.29,    0.04,    4.67
 83, 0,  9, 1,   24.34,   15.83,  -74.81,  -21.53,  -31.20,   -0.52,    0.27,    1.92
 54, 0, 10, 1,   23.39,   14.23,  -74.59,  -29.82,  -38.90,   -0.57,    0.04,    2.67
 23, 0, 11, 1,   23.15,   14.83,  -74.31,  -34.84,  -42.20,   -1.87,    0.19,    4.26
 15, 1,  1, 1,   29.38,   20.36,  -73.92,   35.34,   41.60,    0.71,    0.21,    4.36
 43, 1,  2, 1,   30.29,   18.45,  -74.34,   34.09,   34.80,   -3.48,    0.20,    2.74
 67, 1,  3, 1,   28.97,   19.81,  -74.25,   25.96,   21.80,   -0.88,    0.07,    2.34
 31, 1,  4, 1,   26.85,   19.50,  -74.68,    5.30,   11.40,   -0.21,    0.44,    3.14
 71, 1,  5, 1,   26.02,   17.34,  -74.88,    1.56,    5.70,   -1.13,    0.15,    2.17
 11, 1,  6, 1,   25.08,   19.09,  -74.42,   -0.56,    0.00,   -0.53,    0.19,    3.47
 89, 1,  7, 1,   24.43,   15.68,  -74.81,  -19.89,  -11.40,   -0.54,    0.81,    2.38
 75, 1,  8, 1,   24.29,   16.96,  -74.54,  -18.13,  -16.80,   -1.42,    0.06,    3.49
  3, 1,  9, 1,   22.43,   15.13,  -74.14,  -33.92,  -31.20,   -1.03,    0.16,    3.11
 38, 1, 10, 1,   22.48,   14.58,  -73.83,  -44.31,  -38.90,   -3.74,    0.38,    3.04
 34, 1, 11, 1,   23.05,   13.55,  -74.04,  -47.54,  -42.20,   -4.83,    0.13,    4.22
 79, 1,  1, 1,   32.51,   18.54,  -74.22,   39.93,   41.60,   -4.30,    0.12,    2.69
 94, 1,  2, 1,   30.70,   17.15,  -74.55,   39.59,   34.80,   -3.04,    0.57,    2.03
 60, 1,  3, 1,   28.33,   18.27,  -74.73,   20.88,   21.80,   -1.46,    0.23,    3.32
 28, 1,  4, 1,   26.60,   18.97,  -74.77,    4.68,   11.40,   -0.14,    0.19,    6.97
 95, 1,  5, 1,   26.69,   16.78,  -75.04,    2.45,    5.70,   -0.09,    0.22,    2.11
  7, 1,  6, 1,   24.80,   19.57,  -74.30,   -3.23,    0.00,   -0.31,    0.27,    4.46
 58, 1,  7, 1,   24.14,   17.35,  -74.52,  -15.10,  -11.40,   -0.78,    0.35,    4.80
 86, 1,  8, 1,   24.94,   15.58,  -74.95,  -19.13,  -16.80,   -1.17,    0.03,    2.31
 77, 1,  9, 1,   23.25,   14.48,  -74.51,  -35.15,  -31.20,   -1.86,    0.09,    3.32
 48, 1, 10, 1,   23.43,   13.48,  -74.18,  -45.23,  -38.90,   -4.33,    0.21,    3.15
 33, 1, 11, 1,   23.56,   13.69,  -74.13,  -46.77,  -42.20,   -5.56,    0.43,    3.51
 97, 1,  1, 1,   31.59,   17.32,  -74.44,   42.61,   41.60,   -3.76,    0.30,    2.66
 30, 1,  2, 1,   30.11,   19.39,  -74.41,   33.84,   34.80,   -1.74,    0.21,    3.19
 78, 1,  3, 1,   29.57,   18.11,  -74.75,   20.28,   21.80,   -3.35,    0.31,    3.50
 80, 1,  4, 1,   28.15,   18.50,  -74.85,    6.90,   11.40,   -1.28,    0.26,    2.90
 45, 1,  5, 1,   26.30,   17.87,  -74.78,    1.55,    5.70,   -0.53,    0.32,    3.63
 37, 1,  6, 1,   25.46,   19.16,  -74.51,   -3.67,    0.00,    0.21,    0.23,    2.05
 52, 1,  7, 1,   24.26,   16.25,  -74.80,  -20.41,  -11.40,   -0.90,    0.21,    2.76
  8, 1,  8, 1,   23.02,   17.22,  -74.20,  -23.65,  -16.80,   -1.74,    0.26,    2.97
 16, 1,  9, 1,   23.07,   14.59,  -74.32,  -36.14,  -31.20,   -1.70,    0.18,    3.22
 17, 1, 10, 1,   23.12,   13.79,  -74.02,  -44.04,  -38.90,   -4.38,    0.29,    2.53
 21, 1, 11, 1,   22.64,   13.84,  -74.01,  -47.37,  -42.20,   -4.82,    0.27,    4.76
 63, 2,  1, 1,   32.26,   19.34,  -74.26,   42.48,   41.60,   -3.26,    0.50,    4.98
 42, 2,  2, 1,   29.11,   20.34,  -74.16,   27.63,   34.80,   -0.73,    0.11,    3.29
 35, 2,  3, 1,   26.26,   19.57,  -74.67,    5.57,   21.80,   -0.68,    0.26,    2.62
 41, 2,  4, 1,   26.75,   19.60,  -74.28,    5.65,   11.40,   -1.08,    0.56,    5.94
 91, 2,  5, 1,   26.09,   17.50,  -74.93,    2.43,    5.70,   -0.64,    0.42,    3.79
  9, 2,  6, 1,   24.83,   18.57,  -74.27,   -5.19,    0.00,   -0.92,    0.29,    2.74
 24, 2,  7, 1,   22.95,   16.49,  -74.41,  -26.52,  -11.40,   -0.85,    0.37,    4.64
 85, 2,  8, 1,   24.90,   15.96,  -74.95,  -16.36,  -16.80,   -0.68,    0.28,    2.20
 40, 2,  9, 1,   22.71,   15.25,  -74.29,  -34.16,  -31.20,   -1.35,    0.12,    6.34
 99, 2, 10, 1,   23.42,   12.72,  -74.24,  -42.90,  -38.90,   -3.16,    0.35,    4.66
 49, 2, 11, 1,   23.10,   14.20,  -74.38,  -36.59,  -42.20,   -1.68,    0.33,    7.34
 26, 2,  1, 1,   30.73,   20.13,  -74.06,   32.90,   41.60,   -2.75,    0.26,    3.34
 76, 2,  2, 1,   30.97,   18.64,  -74.49,   32.98,   34.80,   -3.48,    0.34,    8.77
 25, 2,  3, 1,   28.17,   20.61,  -74.24,   13.75,   21.80,   -1.51,    0.04,    6.39
 20, 2,  4, 1,   27.42,   20.80,  -74.34,   12.50,   11.40,   -1.16,    0.77,    7.46
 12, 2,  5, 1,   25.25,   19.24,  -74.31,   -0.65,    5.70,   -0.97,    0.17,    2.97
 10, 2,  6, 1,   24.89,   19.47,  -74.16,   -4.87,    0.00,   -1.09,    0.28,    2.47
 53, 2,  7, 1,   23.02,   16.26,  -74.64,  -16.92,  -11.40,    1.07,    0.24,    8.21
  5, 2,  8, 1,   23.31,   17.80,  -74.29,  -14.33,  -16.80,    0.68,    0.12,    3.32
 57, 2,  9, 1,   23.76,   15.64,  -74.48,  -29.79,  -31.20,   -2.75,    0.05,    6.29
 61, 2, 10, 1,   22.84,   15.01,  -74.17,  -40.29,  -38.90,   -4.94,    0.44,    6.85
 69, 2, 11, 1,   22.61,   14.09,  -73.86,  -43.81,  -42.20,   -3.86,    0.27,    4.21
 64, 2,  1, 1,   33.44,   19.11,  -73.85,   43.65,   41.60,   -5.24,    0.50,    2.72
 92, 2,  2, 1,   30.31,   18.70,  -74.26,   33.77,   34.80,   -1.59,    0.40,    3.01
  4, 2,  3, 1,   26.83,   20.16,  -73.90,    9.44,   21.80,   -0.87,    0.28,    3.51
 59, 2,  4, 1,   26.85,   18.77,  -74.40,    7.07,   11.40,   -0.90,    0.26,    8.11
 44, 2,  5, 1,   26.56,   19.47,  -74.57,    3.12,    5.70,   -0.47,    0.15,    6.31
 70, 2,  6, 1,   25.32,   18.71,  -74.38,   -3.71,    0.00,   -0.67,    0.10,    3.31
 84, 2,  7, 1,   25.14,   16.71,  -74.66,  -12.98,  -11.40,   -0.49,    0.26,   10.94
 18, 2,  8, 1,   23.13,   15.48,  -74.43,  -32.64,  -16.80,   -2.45,    0.31,    5.44
 87, 2,  9, 1,   24.11,   14.38,  -74.61,  -32.48,  -31.20,   -2.61,    0.38,    2.90
 72, 2, 10, 1,   23.26,   13.55,  -74.16,  -44.78,  -38.90,   -5.05,    0.21,    5.16
 62, 2, 11, 1,   22.79,   14.63,  -73.98,  -46.86,  -42.20,   -7.03,    0.18,    3.06
