# VP06   2012-04-26_11-10-02
# Elapsed time of measurement: 347 s
# Visual calibration
# n,x,y,z,phi,std(phi)
1, 29.42, 14.20, -64.97, -0.58, 0.08


# Localization experiment
# mode: 0 => generic; 1 => brs_calypso; 2 => brs_rar
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 48, 1,  3, 1,   31.09,   14.17,  -64.66,   16.27,   21.80,   -1.19,    0.17,    3.57
 17, 1,  4, 1,   30.16,   14.47,  -64.87,   -0.92,   11.40,   -0.84,    0.14,    2.23
 51, 1,  5, 1,   29.28,   14.59,  -64.80,   -5.11,    5.70,    0.56,    0.10,    3.35
 69, 1,  6, 1,   29.95,   15.45,  -64.66,   -1.81,    0.00,    0.02,    0.12,    2.18
 90, 1,  7, 1,   28.86,   15.57,  -64.61,  -14.64,  -11.40,   -0.25,    0.27,    1.97
 67, 1,  8, 1,   28.50,   14.77,  -64.63,  -19.84,  -16.80,    0.23,    0.32,    2.50
 72, 1,  9, 1,   28.72,   14.21,  -64.66,  -42.99,  -31.20,   -5.56,    0.11,    2.14
 12, 1, 10, 1,   27.87,   12.93,  -64.91,  -42.99,  -38.90,   -2.00,    0.49,    2.63
 55, 1, 11, 1,   28.04,   13.29,  -64.70,  -45.39,  -42.20,   -3.21,    0.09,    2.52
 37, 1,  1, 1,   32.05,   14.57,  -64.37,   37.78,   41.60,   -1.07,    0.24,    2.58
  5, 1,  2, 1,   31.11,   14.74,  -64.57,   29.75,   34.80,    0.15,    0.31,    3.30
 68, 1,  3, 1,   31.14,   16.09,  -64.38,   20.01,   21.80,    0.42,    0.29,    3.42
 91, 1,  4, 1,   30.26,   16.01,  -64.40,    4.58,   11.40,    0.10,    0.13,    1.88
 88, 1,  5, 1,   30.55,   16.29,  -64.35,   -2.85,    5.70,   -1.42,    0.18,    2.07
 19, 1,  6, 1,   29.46,   14.77,  -64.90,   -9.00,    0.00,   -0.62,    0.17,    3.10
 71, 1,  7, 1,   28.19,   15.10,  -64.63,  -15.88,  -11.40,    1.10,    0.25,    2.17
 62, 1,  8, 1,   29.27,   14.88,  -64.80,  -19.91,  -16.80,   -1.56,    0.15,    3.04
  3, 1,  9, 1,   28.22,   12.85,  -64.92,  -37.05,  -31.20,   -0.94,    0.23,    4.03
 70, 1, 10, 1,   28.33,   14.92,  -64.53,  -39.03,  -38.90,   -4.84,    0.35,    2.06
 28, 1, 11, 1,   28.20,   12.50,  -64.79,  -42.76,  -42.20,   -1.61,    0.15,    2.11
 35, 1,  1, 1,   32.05,   14.69,  -64.34,   37.96,   41.60,   -0.33,    0.17,    2.83
 60, 1,  2, 1,   31.31,   15.80,  -64.20,   32.62,   34.80,    1.23,    0.21,    2.02
 80, 1,  3, 1,   31.59,   15.67,  -64.38,   24.87,   21.80,   -0.13,    0.15,    2.77
 84, 1,  4, 1,   30.46,   16.01,  -64.20,   14.86,   11.40,    1.03,    0.08,    1.87
 32, 1,  5, 1,   29.45,   14.70,  -64.79,   -1.85,    5.70,    0.77,    0.30,    2.01
 24, 1,  6, 1,   29.39,   14.29,  -64.96,  -12.51,    0.00,   -0.32,    0.15,    2.69
 11, 1,  7, 1,   28.64,   14.34,  -64.92,  -17.53,  -11.40,    0.07,    0.30,    3.95
 96, 1,  8, 1,   28.61,   14.86,  -64.65,  -21.60,  -16.80,   -0.68,    0.22,    2.90
 44, 1,  9, 1,   28.30,   13.00,  -64.87,  -40.75,  -31.20,   -2.10,    0.14,    2.82
 79, 1, 10, 1,   28.86,   14.46,  -64.61,  -40.96,  -38.90,   -4.91,    0.28,    2.38
 81, 1, 11, 1,   28.85,   14.37,  -64.66,  -43.94,  -42.20,   -5.83,    0.16,    2.68
 36, 2,  1, 1,   33.00,   13.93,  -64.32,   42.00,   41.60,   -2.73,    0.44,    4.83
 14, 2,  2, 1,   30.41,   15.05,  -64.47,   27.48,   34.80,    1.38,    0.12,    3.36
 25, 2,  3, 1,   30.75,   14.41,  -64.74,   11.72,   21.80,   -0.71,    0.04,    3.20
 23, 2,  4, 1,   29.84,   14.64,  -64.77,    8.69,   11.40,    0.84,    0.24,    2.18
 31, 2,  5, 1,   29.66,   14.68,  -64.65,   -1.15,    5.70,    0.40,    0.21,    2.84
 22, 2,  6, 1,   29.98,   14.74,  -64.67,    4.16,    0.00,    0.49,    0.37,    3.02
 49, 2,  7, 1,   29.12,   14.62,  -64.78,  -20.24,  -11.40,   -1.22,    0.25,    3.74
 63, 2,  8, 1,   28.63,   13.53,  -65.05,  -31.77,  -16.80,   -1.52,    0.30,    4.55
 18, 2,  9, 1,   28.50,   13.20,  -64.94,  -39.30,  -31.20,   -2.50,    0.35,    2.29
 92, 2, 10, 1,   29.30,   15.04,  -64.52,  -40.99,  -38.90,   -6.66,    0.45,    1.91
  9, 2, 11, 1,   27.51,   12.62,  -64.95,  -42.19,  -42.20,   -0.57,    0.36,    2.60
 46, 2,  1, 1,   30.97,   15.22,  -64.48,   28.00,   41.60,    0.51,    0.42,    3.62
 33, 2,  2, 1,   30.42,   14.71,  -64.59,   28.20,   34.80,    1.56,    0.42,    2.55
 30, 2,  3, 1,   30.95,   14.63,  -64.33,   20.92,   21.80,   -0.22,    0.28,    5.52
 41, 2,  4, 1,   29.76,   15.05,  -64.71,    6.07,   11.40,    1.10,    0.27,    3.15
 34, 2,  5, 1,   29.52,   14.55,  -64.79,   -7.81,    5.70,    0.17,    0.07,    4.04
 77, 2,  6, 1,   30.05,   15.99,  -64.43,   -0.24,    0.00,   -0.38,    0.19,    4.14
 27, 2,  7, 1,   28.61,   14.04,  -65.04,  -22.07,  -11.40,    0.04,    0.10,    3.09
 82, 2,  8, 1,   28.87,   15.40,  -64.65,  -18.07,  -16.80,   -0.70,    0.23,    2.97
  8, 2,  9, 1,   28.15,   13.51,  -64.97,  -25.15,  -31.20,    0.74,    0.31,    2.78
 66, 2, 10, 1,   28.28,   14.08,  -64.63,  -34.33,  -38.90,   -1.74,    0.12,    3.23
  4, 2, 11, 1,   27.93,   12.79,  -64.90,  -40.18,  -42.20,   -1.15,    0.24,    3.21
 38, 2,  1, 1,   31.09,   14.62,  -64.66,   14.08,   41.60,   -1.25,    0.15,    6.35
 56, 2,  2, 1,   30.72,   15.53,  -64.40,   21.30,   34.80,    0.80,    0.28,    3.39
 10, 2,  3, 1,   29.79,   15.22,  -64.72,   16.27,   21.80,    1.68,    0.14,    3.17
 42, 2,  4, 1,   29.20,   14.68,  -64.82,   -3.37,   11.40,    1.20,    0.23,    2.83
 54, 2,  5, 1,   29.19,   15.68,  -64.55,   -0.25,    5.70,    1.47,    0.25,    4.04
 39, 2,  6, 1,   29.69,   14.18,  -64.96,  -14.90,    0.00,   -1.13,    0.24,    2.11
 99, 2,  7, 1,   29.02,   15.27,  -64.79,  -12.51,  -11.40,   -0.08,    0.28,    2.38
 52, 2,  8, 1,   28.63,   14.34,  -64.86,  -25.19,  -16.80,   -0.93,    0.20,    3.03
 89, 2,  9, 1,   28.09,   15.23,  -64.60,  -33.15,  -31.20,   -2.45,    0.25,    3.10
  7, 2, 10, 1,   28.16,   12.64,  -64.92,  -37.78,  -38.90,   -0.66,    0.22,    5.18
 58, 2, 11, 1,   28.79,   14.38,  -64.73,  -40.25,  -42.20,   -4.95,    0.17,    2.20
