# VP09   2012-05-02_11-14-14
# Elapsed time of measurement: 872 s
# Visual calibration
# n,x,y,z,phi,std(phi)
1, 23.81, 20.12, -78.17, 0.10, 0.05


# Localization experiment
# mode: 0 => generic; 1 => brs_calypso; 2 => brs_rar
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 60, 1,  1, 1,   28.14,   18.81,  -77.32,   35.90,   41.60,   -9.95,    0.10,    7.82
 32, 1,  2, 1,   26.34,   19.30,  -77.21,   29.23,   34.80,   -6.19,    0.11,    9.08
 71, 1,  3, 1,   26.73,   18.93,  -77.64,   13.91,   21.80,   -5.38,    0.18,    4.85
  9, 1,  4, 1,   25.15,   17.45,  -78.07,    0.46,   11.40,   -1.85,    0.39,    9.92
 76, 1,  5, 1,   25.50,   17.64,  -78.01,   -1.90,    5.70,   -1.83,    0.23,    7.84
 41, 1,  6, 1,   24.81,   16.47,  -78.46,   -6.13,    0.00,   -1.76,    0.37,    6.69
 85, 1,  7, 1,   24.13,   17.82,  -78.14,  -16.43,  -11.40,    0.13,    0.27,    7.09
 73, 1,  8, 1,   25.54,   15.50,  -78.25,  -26.33,  -16.80,   -1.12,    0.21,    3.86
  5, 1,  9, 1,   25.49,   14.58,  -77.84,  -40.30,  -31.20,   -4.41,    0.24,    3.89
 51, 1, 10, 1,   25.72,   15.88,  -77.72,  -45.68,  -38.90,   -3.89,    0.19,    6.13
 90, 1, 11, 1,   26.08,   14.70,  -77.72,  -49.48,  -42.20,   -3.82,    0.27,    3.94
 42, 2,  1, 1,   28.19,   18.15,  -77.60,   31.81,   41.60,  -10.52,    0.57,    6.94
 16, 2,  2, 1,   26.83,   18.87,  -77.59,   25.34,   34.80,   -7.11,    0.39,    7.01
 46, 2,  3, 1,   26.64,   19.12,  -77.53,   21.06,   21.80,   -4.96,    0.51,    7.62
 20, 2,  4, 1,   23.89,   18.47,  -77.95,   -3.63,   11.40,   -0.75,    0.18,    9.46
 52, 2,  5, 1,   24.54,   17.21,  -77.96,   -1.45,    5.70,   -1.20,    0.33,    5.91
 97, 2,  6, 1,   24.61,   18.59,  -77.76,    3.20,    0.00,   -0.53,    0.48,    7.10
  4, 2,  7, 1,   24.07,   14.86,  -78.16,  -28.56,  -11.40,   -1.32,    0.16,    9.13
 69, 2,  8, 1,   25.64,   16.02,  -78.31,  -26.59,  -16.80,   -1.86,    0.17,    7.15
 94, 2,  9, 1,   26.27,   14.80,  -77.94,  -44.30,  -31.20,   -3.09,    0.24,    7.39
 45, 2, 10, 1,   25.93,   14.03,  -77.83,  -50.68,  -38.90,   -3.09,    0.22,    7.81
  7, 2, 11, 1,   25.50,   12.99,  -77.88,  -50.92,  -42.20,   -3.38,    0.13,    5.17
 26, 2,  1, 1,   26.66,   19.07,  -77.23,   32.68,   41.60,   -7.42,    0.47,   10.69
 23, 2,  2, 1,   27.33,   18.44,  -77.61,   26.34,   34.80,   -8.59,    0.22,    9.18
 54, 2,  3, 1,   25.21,   17.52,  -77.94,    4.53,   21.80,   -2.61,    0.07,   11.23
 84, 2,  4, 1,   24.32,   18.02,  -77.87,   -8.93,   11.40,   -0.23,    0.26,   16.95
 21, 2,  5, 1,   24.48,   18.60,  -77.98,   -6.69,    5.70,   -1.95,    0.38,    8.08
 29, 2,  6, 1,   25.36,   16.97,  -78.18,  -14.23,    0.00,   -3.21,    0.11,   12.32
  6, 2,  7, 1,   23.93,   15.03,  -78.18,  -23.05,  -11.40,    0.39,    0.07,   11.35
 67, 2,  8, 1,   26.10,   15.59,  -78.19,  -29.07,  -16.80,   -2.37,    0.27,    7.03
 33, 2,  9, 1,   25.22,   15.36,  -77.71,  -49.77,  -31.20,   -4.24,    0.06,    8.51
 88, 2, 10, 1,   26.76,   16.35,  -77.78,  -36.84,  -38.90,   -4.75,    0.66,    8.07
 24, 2, 11, 1,   25.21,   15.85,  -77.77,  -47.70,  -42.20,   -5.50,    0.17,   10.35
 49, 2,  1, 1,   24.85,   20.51,  -77.06,   30.16,   41.60,   -2.79,    0.24,    7.94
 43, 2,  2, 1,   27.46,   17.25,  -77.23,   27.00,   34.80,   -9.63,    0.24,    6.94
 96, 2,  3, 1,   26.44,   18.29,  -77.66,   13.67,   21.80,   -3.72,    0.18,    9.89
 89, 2,  4, 1,   26.48,   18.49,  -77.70,    2.64,   11.40,   -4.26,    0.26,    6.91
 53, 2,  5, 1,   24.42,   17.82,  -77.87,   -3.17,    5.70,   -1.28,    0.21,    8.07
 18, 2,  6, 1,   24.44,   17.89,  -78.18,   -9.38,    0.00,   -1.66,    0.22,   10.38
 63, 2,  7, 1,   26.39,   17.28,  -78.23,  -20.66,  -11.40,   -3.82,    0.22,    7.09
 86, 2,  8, 1,   26.83,   16.99,  -77.88,  -34.21,  -16.80,   -4.86,    0.15,    9.78
 57, 2,  9, 1,   26.36,   14.72,  -77.97,  -41.87,  -31.20,   -2.31,    0.39,    6.81
 92, 2, 10, 1,   26.01,   14.09,  -78.29,  -43.51,  -38.90,   -2.24,    0.41,    4.86
 68, 2, 11, 1,   26.56,   15.47,  -77.90,  -44.66,  -42.20,   -4.19,    0.47,    3.84
